Flow,Rain,Day,Speed,WT,DO,BOD,COD,TOC,TN,NO3N,NH3N,TP,PO4P,Chla,time
27.34,19.4,3.5,0.03,25.4,7.5,3.4,8.7,6.8,4.097,1.774,1.453,0.126,0.049,57.5,171
16.9,0,5.8,0.02,24.6,5.1,3.3,7.7,7.2,3.431,1.555,0.952,0.179,0.105,15.5,178
149.22,47.5,0.7,0.14,23.1,6.7,3.4,6.6,5.7,2.79,1.701,0.498,0.176,0.076,2.3,186
36.44,1,2.3,0.04,27.2,5.5,3.9,7.7,6.1,3.116,1.483,0.881,0.195,0.082,59.5,192
25.83,0,4,0.03,25.5,5.3,4,5.9,6,3.496,1.313,1.536,0.144,0.104,39.4,199
23.05,0,6.9,0.02,29,8.5,4.2,7.5,7,3.704,1.65,1.374,0.15,0.077,45.5,206
17.79,0,6.4,0.02,30.1,2.6,4.7,8.3,7.4,4.616,1.895,2.216,0.147,0.082,39.7,213
27.86,18.2,3,0.03,29.1,3.4,5.4,8.4,6.9,3.714,1.197,1.642,0.177,0.121,90.1,220
20.55,0,5,0.02,30.1,4.1,4.1,9,7.1,3.728,1.295,1.557,0.219,0.13,69.5,228
13.93,0,6.8,0.01,30.2,5.8,4.4,9.9,8.4,3.535,1.1,1.231,0.193,0.106,53,234
19.97,0,4.4,0.02,25.4,5.5,3.8,7.5,6.8,3.634,1.046,1.697,0.286,0.144,52.8,241
53.69,0,2,0.05,25.2,5.9,5.3,6.8,6.4,3.972,2.105,1.356,0.13,0.041,90.4,248
25.24,3.2,3.7,0.02,25.3,5,4.7,7.5,5.5,3.884,1.729,1.691,0.135,0.078,31.9,255
27.65,0,2.2,0.03,21.8,6.8,1.8,7.3,5.2,2.605,1.726,0.499,0.183,0.129,3.4,263
21.54,2,5.2,0.02,23.5,9.4,4.6,6.4,5.6,3.991,2.387,0.759,0.158,0.06,72.2,269
35.89,5.4,1.8,0.03,22.9,4,2.8,6.2,5,3.32,1.159,1.168,0.27,0.189,10.5,277
32.52,0,2.7,0.03,17.9,7.2,2.3,5.9,4.6,2.633,1.639,0.509,0.124,0.104,6.6,283
36.68,0,2.1,0.04,18.1,9.7,3.3,6.3,4.9,2.735,1.264,0.503,0.237,0.15,4.1,291
24.125,0.6,4.4,0.02,19,7.3,3.6,5.2,3.8,3.925,2.321,1.047,0.137,0.061,12.3,297
20.08,0,5.1,0.02,14.6,6.7,2.3,5.2,4.4,4.183,2.368,1.343,0.156,0.119,8.9,305
18.43,0,6.5,0.02,14,9.8,3.5,5.8,4.3,5.935,3.456,1.584,0.14,0.077,34.4,311
16.97,2.5,6.1,0.02,13.6,11.6,3.8,6.2,5.4,5.372,3.36,1.569,0.284,0.06,62.8,318
19.69,0,7.3,0.02,14.3,11.2,4.7,7.9,6.3,6.583,3.095,2.093,0.132,0.039,65.9,325
17.12,0,7.8,0.02,9.6,14.6,4.9,7.7,6.4,5.946,3.817,1.294,0.101,0.01,69.2,332
15.66,0,8,0.02,9,9.1,3.7,6.9,5.6,6.528,3.224,2.339,0.153,0.064,34.1,339
19.35,0.3,8.6,0.02,8,13.2,4.3,7.4,6.2,6.785,3.733,1.877,0.085,0,63.5,346
19.12,8.5,5.7,0.02,7.4,11.8,3.9,7.1,5.9,6.895,3.933,1.651,0.09,0.006,40.3,353
22.5,11.6,4.6,0.02,8.8,9.6,4.5,7.6,6.5,4.181,2.019,1.086,0.16,0.02,48.2,360
16.34,0,6.8,0.02,6.2,11.1,3.3,6.5,5.8,5.9,2.76,1.744,0.142,0.057,26.4,367
17.13,0,9.5,0.02,8.3,12.7,3.1,6.7,5.1,6.049,3.461,1.669,0.096,0.012,43.8,374
18.06,0,8.4,0.02,5.3,14.6,4.3,7.9,5.6,5.963,3.415,1.416,0.106,0,45.9,381
15.66,0,9,0.02,5.1,14.7,4.8,7.7,6.1,6.268,3.546,1.693,0.115,0.005,56.5,389
18.25,0,8.8,0.02,5.7,12.4,4.3,7,5.9,8.056,4.099,2.937,0.109,0.019,41.8,396
17.64,0,9.9,0.02,6.3,11.5,4.9,8.8,7.2,9.113,3.469,4.349,0.217,0.043,31.4,402
14.56,0,7.7,0.01,6.1,14.6,5.9,9.2,8.4,8.256,3.088,3.867,0.113,0.024,99,409
28.1,8.5,4.2,0.03,8.3,15.3,6.3,9.8,8.7,8.713,2.976,4.496,0.162,0.007,73.1,416
27.75,0,5.3,0.03,7.4,13.7,5,8.5,6.7,4.608,2.332,1.336,0.122,0.004,73.7,423
11.26,0,134.2,0.01,9.9,13.6,6.4,11.9,8.1,7.454,2.617,3.404,0.146,0.023,77.6,430
18.05,0,6.4,0.02,10.2,16,6,11.4,8.3,7.831,2.639,3.84,0.092,0.004,53.1,437
8.13,0,13.2,0.02,11.9,14,6.7,12.6,9,9.845,2.757,5.182,0.143,0.003,96.8,444
10.29,0,329.8,0.01,12.4,15.6,7.9,13.7,9.7,7.939,2.497,4.229,0.103,0.04,177.9,451
9.76,0,12.1,0.01,13.5,15.4,7.6,12.6,9.7,8.061,2.433,4.254,0.115,0.003,60.3,458
15.37,0,5.9,0.02,17,9.1,6.8,11,8.3,4.446,1.428,1.903,0.184,0.07,29,465
15.16,0,6.3,0.02,18,9.9,6.9,11.4,8.1,5.406,1.732,2.65,0.134,0.042,27.3,472
10.55,0,9.5,0.01,17.7,7.5,7.7,11.7,8.6,6.695,1.868,3.385,0.203,0.059,20.3,479
15.55,0,11.5,0.02,20.7,7.3,7.4,12.1,8.2,7.545,2.625,3.431,0.113,0.008,35.1,493
14.96,0,12,0.02,20.5,7.2,7.1,11.8,8.3,7.208,1.769,4.001,0.224,0.123,27.6,500
12.63,0,8.9,0.01,22.1,9,4.1,13.1,9.2,8.187,2.616,3.802,0.1,0.014,38.4,507
20.15,0,9.5,0.02,22.9,10.8,4.9,13.2,10.1,6.821,2.057,3.19,0.095,0.008,39.5,514
22.15,0,7.5,0.02,23.4,9.1,6.3,13.7,10.1,3.736,1.289,1.14,0.119,0.017,44.3,521
12.14,0,11.4,0.01,23.3,7.9,7.9,12.6,9.5,4.005,1.822,1.257,0.103,0.003,94.6,528
18.8,0,15.1,0.02,24.4,10.6,7.6,15.3,10.1,5.284,2.537,1.401,0.101,0.003,38.4,535
49.26,13.6,1.7,0.05,25.4,4.4,5.8,14.6,11.3,5.176,1.679,2.312,0.099,0,43.9,542
35.06,6.4,3.6,0.03,26.2,3.2,4.5,11.8,9.4,5.885,1.306,3.637,0.26,0.182,27,549
29.83,5.1,4,0.03,27.2,4,4.8,9.5,7.9,2.986,1.158,0.986,0.18,0.087,31.4,556
27.6,10.8,2.8,0.03,26,6,2.8,7.9,6.2,2.476,1.768,0.393,0.142,0.071,2.4,563
24.09,0,8,0.02,29.2,5.3,3.4,7.2,5.9,4.039,1.669,1.826,0.123,0.064,21.1,570
15.98,0,8.8,0.02,29.9,2.2,4,9.2,6.9,3.798,1.207,1.987,0.15,0.073,22.4,584
74.3,34.9,1.1,0.07,27.9,2.5,3.6,8.7,6.6,5.378,1.053,3.847,0.142,0.104,11.2,591
195.93,89.1,0.5,0.18,26.5,2.2,4.7,9.6,7.9,4.71,0.976,2.908,0.277,0.149,9.6,598
24.68,0,2.2,0.02,25.7,6.1,3,7.6,5.7,3.089,1.787,0.707,0.153,0.089,12.3,605
15.87,0,3.4,0.01,25,9.6,4.7,8.9,6.3,3.771,1.793,1.299,0.142,0.028,49.4,612
111.83,0,0.8,0.11,22.2,6.1,2.8,7.3,5.5,2.076,1.164,0.149,0.173,0.106,5,620
25.99,0,5.5,0.02,23.4,8.4,3.7,7.9,6.2,3.343,1.493,1.102,0.068,0.013,70,626
17.29,0,7.1,0.02,24,9.5,3.4,7.3,5.5,3.461,1.894,0.881,0.035,0.01,31,633
17.81,0,3.9,0.02,21.4,5.4,5,7.9,6.1,4.132,1.54,1.82,0.12,0.048,61.9,648
20.72,0,5.7,0.02,19.1,7.7,4.7,7.5,6.1,5.542,2.13,2.157,0.125,0.05,37.5,654
19.02,0,8.2,0.02,18.3,8.8,4.8,8.5,6.3,5.302,2.347,1.902,0.06,0.02,52.5,661
17.32,0,9.5,0.02,16.9,11.8,5.2,9.1,8,5.688,2.955,1.823,0.06,0.007,43.6,668
15.48,0,9,0.01,14.4,11.8,4.5,7.9,5.9,5.351,2.918,2.106,0.058,0.008,26.9,675
20.67,0,4.6,0.02,13.9,9.9,4.6,8.4,6.6,6.183,3.223,2.249,0.074,0.004,24.2,682
6.76,0,5,0.01,9.9,13.3,5.8,11.6,8.7,6.484,2.888,2.038,0.099,0.01,75.7,689
15.9,0,4.6,0.03,10.2,14.1,6.1,11.4,8.4,7.341,3.693,2.523,0.116,0.01,65.4,696
22.56,0.3,5.8,0.05,9.4,11.6,5.6,9,7.8,7.74,2.981,3.694,0.13,0.005,42.9,703
34.56,0,4,0.08,8,11.8,5.1,8.3,7.1,7.513,3.147,3.551,0.095,0.005,30.1,710
26.3,0,3.6,0.07,5.8,13.1,4.6,8.3,6.9,8.02,2.756,4.175,0.103,0.009,19.1,717
16.98,0.2,3.4,0.06,6.4,12.4,6.2,11.1,8.7,5.365,2.029,2.608,0.141,0.007,70.8,725
7.05,0,11.3,0.01,6.9,13.8,5.8,10.7,7.2,8.828,2.281,5.464,0.099,0.008,24.9,732
10.72,2.1,7.9,0.02,6.3,13,5.9,10.8,7.5,9.144,2.465,5.513,0.075,0.017,42.1,738
11.34,0,5.7,0.02,5.3,13.3,6.9,12,9.6,9.233,2.529,5.473,0.166,0.011,80.8,745
11.19,1.1,5.5,0.02,7,13.2,7,12.5,9.8,8.063,2.138,5.009,0.159,0.015,67.2,752
9.26,0,6.7,0.01,3.6,14.4,6.4,12.1,8.7,9.149,2.185,5.303,0.126,0.013,67.3,759
11.06,0.2,8.4,0.02,4.5,13.3,4.2,8.8,7.5,10.59,1.889,8.19,0.123,0,51.1,766
10.73,0,7.7,0.02,6.1,13.6,6.2,11.6,8.4,11.062,1.709,8.269,0.155,0.021,64.5,774
9.13,0,9.1,0.01,6.9,13.1,7.9,14,10.7,10.64,1.438,8.241,0.255,0.037,100.2,780
9.87,0,7.9,0.01,8.5,13.1,6.1,12.8,9,13.96,1.872,10.926,0.176,0.034,64.3,787
12.43,6.9,4,0.02,10.1,5.6,6.5,12.3,9.3,8.43,1.205,6.419,0.194,0.016,72.6,794
12.03,0,4.5,0.02,10.6,11.1,6.2,11.6,8.8,6.451,1.571,3.956,0.194,0.021,67.8,801
90.83,15.6,0.9,0.13,12.3,6.8,6.1,11.6,9,5.312,1.598,2.414,0.289,0.071,6.8,808
15.09,0,2.3,0.05,13.8,7.7,5.3,8.7,7.5,7.931,1.744,5.05,0.118,0.027,20.4,815
8.6,0,2.6,0.06,17.6,6.7,6.3,11.6,8.7,8.101,1.121,5.963,0.229,0.013,54.5,822
17.49,0,0.5,0.18,13.8,8.6,5.9,12.3,9.1,6.838,1.331,4.959,0.247,0.062,24,829
13.65,0,0.6,0.14,14.8,9,6.5,11.6,8.7,6.477,1.462,2.634,0.225,0.064,54.2,836
13.96,0,1.1,0.14,20,8.4,4.2,8,6.4,5.979,2.754,1.771,0.11,0.034,32.9,850
27.54,0,0.8,0.26,18.9,8.1,8.1,14,9.4,3.573,0.198,1.406,0.239,0.043,76.3,858
20.68,0,0.9,0.21,21.3,7.8,5.7,9.4,8.1,3.775,1.25,1.732,0.234,0.079,50.5,864
9.87,0,1.2,0.1,21,9.3,4.3,8.6,7,5.112,1.895,2.32,0.148,0.026,35.5,871
11.38,0,1.2,0.12,24.6,8.1,6.7,10.8,7.9,6.241,1.477,3.62,0.11,0.042,28.6,878
9.83,0,1,0.1,25.1,7.6,7.3,11.5,8.3,5.863,1.724,2.839,0.108,0.025,43.2,885
12.85,7.1,0.9,0.13,24.8,6.1,5,10.6,7.8,6.001,1.284,3.52,0.11,0.026,21.3,892
11.54,0,1.1,0.12,26.5,9.4,7.8,12,10.2,5.649,1.377,3.005,0.142,0.033,99.6,899
12.19,0,1.2,0.12,27.4,7.8,6.1,12.3,9.1,6.321,1.24,3.95,0.151,0.021,35.8,906
379.01,17.2,0.2,1.42,23.7,5.8,6,14.8,9.9,3.14,1.808,0.586,0.377,0.169,5.2,913
24.25,0,0.9,0.23,24.9,4.6,5,8.8,7.1,6.418,1.972,3.707,0.229,0.191,13.3,920
13.57,0,3,0.16,31.2,9,6.1,9.9,7.6,5.317,1.447,3.237,0.115,0.06,27.4,927
6.77,0,4.2,0.08,31.2,13.2,8.9,13.3,9.3,6.737,2.346,3.942,0.148,0.022,156.1,934
10.04,0,3.5,0.12,32.4,13.3,8.8,15.9,10.9,6.113,1.452,2.794,0.202,0.039,150.6,941
5.11,0,4.7,0.07,32.5,12.5,9,15.8,10.2,7.394,1.858,3.814,0.224,0.026,174.7,948
12.8,0,2.9,0.15,31.5,9.5,7.4,12.8,9.9,4.901,0.568,4.074,0.345,0.224,54.6,955
5.63,0,4.7,0.07,29.8,10.2,7.1,13.5,8.8,5.998,1.662,2.894,0.124,0.026,85.3,962
269.16,0.1,0.2,1.24,24.3,6.7,3.3,9.6,6.6,1.878,1.388,0.371,0.215,0.082,5.6,970
42.84,12.7,1.2,0.45,25.8,5.1,3,6,5.5,3.338,1.277,1.545,0.24,0.136,2.6,976
13.83,0,2.4,0.16,24.8,5.2,3.6,7.7,6,5.606,1.449,3.313,0.194,0.138,15.7,983
17.34,0,2.2,0.19,25.1,7.2,6,9.9,7.7,4.811,0.958,3.057,0.214,0.136,54.3,990
11.05,0,3,0.13,22.3,10,6.4,11.3,7.4,5.748,1.91,2.15,0.11,0.022,41.4,1000
8.23,1,3.4,0.1,21.2,10.2,7,9.8,8.5,4.237,1.816,2.362,0.092,0.026,72.8,1004
33.65,0,1,0.35,19.7,6.3,4.2,8.8,7.5,3.402,1.434,1.72,0.323,0.255,6.2,1011
11.63,0,2.8,0.14,18.1,8.8,3.8,7.1,6,5.342,2.619,2.109,0.096,0.034,27.3,1018
12.22,0,6.2,0.15,17.1,9.5,4.1,7.1,6.9,5.273,2.621,2.268,0.138,0.015,26.3,1025
11.78,0.1,4.5,0.14,16,8.5,5.2,6.8,8.3,6.458,2.11,3.527,0.141,0.018,36.2,1032
9.23,0,5,0.11,14.6,9.7,4.2,7.6,7.6,5.767,1.9,2.155,0.155,0.019,31.8,1039
17.2,0.8,2.9,0.2,15.1,6,5.9,10.9,9.5,5.008,1.495,2.689,0.394,0.173,36.9,1046
8.29,0,6.7,0.01,12.8,11.6,5.1,10,8.4,5.873,2.651,2.429,0.154,0.046,73.2,1053
13.98,0,6.5,0.02,11.1,11.5,5.3,10.2,8.9,6.104,2.624,2.68,0.134,0.027,85.5,1060
14.98,10,4.6,0.02,12,12.1,4.1,8.7,8.2,6.814,3.526,2.495,0.115,0.026,77.5,1067
13.43,0,7,0.02,6,11.2,4.2,8.7,8.7,6.078,2.564,2.681,0.231,0.067,74,1074
13.85,0,5.5,0.02,6.7,12.3,3.8,8.1,7.8,7.134,3.482,2.61,0.113,0.022,45.8,1081
13.85,0,10.6,0.02,8.9,11.1,3.7,7.9,7.6,6.647,3.375,2.436,0.099,0.035,51.3,1088
11.89,0,13.2,0.02,6,12.5,5.4,8.5,8.5,9.091,3.964,3.55,0.165,0.028,31.4,1102
12.48,0,11.6,0.02,7.6,12.1,3.5,7.4,8,9.184,3.686,3.591,0.171,0.037,44.7,1109
11.75,0,12.1,0.02,6.8,12.1,4.2,8.5,6.7,9.308,3.486,4.264,0.136,0.025,32.4,1116
10.24,0,12.6,0.01,6.5,13.3,5.5,11.4,8.9,9.21,3.545,4.482,0.145,0.007,59.6,1123
12.44,0,10.3,0.02,8.1,8.9,6.6,14.2,11.3,5.577,2.457,2.636,0.246,0.033,99,1133
10.73,0,11.7,0.02,5.9,13.5,6.6,13.6,9.2,9.075,3.007,4.231,0.151,0.019,121.4,1137
10.11,0.6,11.7,0.01,7,15.6,5.9,13.5,10.9,8.1,3.433,4.253,0.19,0.009,92.2,1144
13.67,0,10.1,0.02,9,11.6,7.1,14.9,10.7,7.637,2.667,3.988,0.194,0.012,148.2,1151
11.2,0,11.8,0.02,12,12.8,5.2,10.7,8.7,8.738,2.781,5.474,0.112,0.012,68.1,1158
11.35,0.9,12.9,0.02,12.1,8.7,6,12.2,9.3,9.938,2.79,6.386,0.181,0.014,76.8,1165
10.58,0,13.4,0.02,12.1,12.1,6.9,14.7,9.9,8.278,2.529,5.685,0.26,0.016,80.5,1172
16.08,0,4.4,0.03,11.8,8,5.9,12.4,8,6.13,2.491,3.033,0.223,0.066,41.4,1179
9.09,0,1.9,0.16,12.2,8.6,5.5,11.3,8.9,8.005,3.09,3.618,0.2,0.024,24.1,1186
9.81,0,2.7,0.15,14.8,7.9,7.2,15.6,11.1,8.106,1.339,5.769,0.58,0.268,26,1193
12.36,0,1.6,0.19,13.7,11.8,5.8,12.5,8.8,5.834,1.772,3.224,0.349,0.019,84,1200
7.44,0,2.4,0.12,20.2,10.1,5.8,12.7,8.5,6.98,1.799,4.554,0.253,0.021,70.5,1207
37.81,0.3,2.1,0.07,15.6,6.8,5.8,12.2,8.3,3.922,1.255,2.428,0.407,0.156,16.2,1215
12.42,0,7.1,0.02,19.4,10.1,4.7,9.7,7.3,6.186,2.356,3.514,0.147,0.023,41.1,1222
13.6,0,9.2,0.03,21.6,12.4,5.5,11.9,8.4,6.702,2.485,4.021,0.192,0.019,79,1228
21.18,1.6,5.2,0.02,20.9,5.6,4.3,9.7,7,4.323,1.724,1.271,0.181,0.038,42.5,1235
44.86,0,1.9,0.05,20.4,4.3,4.5,9.8,8,3.15,1.115,1.763,0.269,0.101,35.9,1243
26.5,0,3.4,0.03,22.9,8.4,6.3,13.5,10.9,4.318,1.743,2.49,0.195,0.016,68.7,1249
26.72,11.8,3.3,0.03,24.1,4.7,5.4,11.1,8,3.511,1.413,2.037,0.247,0.085,34.6,1256
15.46,0,9.4,0.02,24.4,8.2,6.9,14.9,8.6,4.374,2.06,2.197,0.225,0.009,77.6,1263
19.42,0,8.2,0.02,26,4.8,6.8,14.4,9.3,5.528,1.635,3.397,0.132,0.037,74.4,1270
74.11,1.1,2.3,0.08,24.3,3.8,4.8,10.8,8.7,4.91,1.914,2.785,0.217,0.15,8.3,1278
29.17,0,4,0.05,27.1,6.7,4.8,14.6,10.7,4.727,1.475,2.016,0.127,0.02,67.1,1284
18.11,0,7.4,0.03,26.4,7.4,4.4,10.4,11.1,4.924,1.383,2.685,0.163,0.025,63.7,1291
55.64,0,1.7,0.1,26.6,4.7,3.5,8.3,8.1,3.651,1.783,1.52,0.154,0.114,5.9,1299
67.4,0,1,0.12,26.1,5.7,2.8,7,7.7,2.39,1.728,0.633,0.153,0.088,4.3,1305
13.57,0,7.1,0.02,30.2,8.6,4.6,10,5.9,3.816,1.865,1.529,0.165,0.005,65.4,1312
144.66,1.7,0.5,0.23,27.3,4.6,3.1,12.8,11,3.724,1.356,1.989,0.305,0.188,22.1,1319
17.77,0,5.9,0.03,28.7,10.2,5.1,10.2,10.3,4.803,2.405,1.756,0.151,0.019,106.9,1326
27.94,0,2.6,0.05,26,6.8,3.3,7.1,7.1,3.33,2.208,1.024,0.102,0.04,15.3,1333
40.18,10.6,2,0.07,24.3,7.7,3.8,6.4,4.9,3.69,1.526,1.444,0.078,0.035,40.7,1341
56.28,0,1.5,0.1,25.8,5.4,3.5,7,4.9,3.045,1.198,1.189,0.238,0.178,5.4,1348
25.56,0,3.4,0.04,27.3,10.1,4.6,8.1,5.5,3.832,1.801,1.337,0.072,0.003,43.8,1354
77.1,0,1,0.13,20,7,2.8,6.6,4.4,2.883,1.809,0.684,0.162,0.14,4.2,1362
33.61,0,2.7,0.05,25,8.7,4.1,7.2,4.8,3.606,2.045,1.034,0.093,0.007,47.8,1368
49.91,6.9,1.6,0.09,21.3,7.3,1.2,4.7,3.1,3.397,2.316,0.689,0.079,0.043,3.2,1375
31.85,0,2.6,0.14,20.3,8.8,3.7,6,5.3,3.984,2.388,0.906,0.055,0.017,29.4,1382
23.82,0,3.6,0.04,19.7,12.1,4.8,7.2,5.1,4.452,2.624,0.94,0.06,0.002,65.9,1389
13.59,0,8.2,0.02,17.1,12.7,5.8,8.2,7.4,4.791,2.484,1.763,0.056,0.002,88.7,1396
13.72,0,8.1,0.02,17.5,11.9,5.9,9.3,8.4,6.094,2.972,1.886,0.071,0,86,1403
10.11,1,17.1,0.02,14.8,9.6,4.8,7.4,6.6,6.901,3.111,2.949,0.079,0.064,26.9,1410
17.94,7.7,6.6,0.02,14.1,8,3.9,8.2,7.4,5.876,2.124,3.189,0.124,0.108,32.8,1417
16.29,0,19.4,0.01,13.2,11.5,5.4,9,8.3,6.574,2.366,2.831,0.07,0.038,62.2,1424
19.48,0,4.1,0.03,11.6,9.2,5.1,9.5,8.3,7.876,3.019,4.035,0.223,0.111,48.2,1431
9.19,0,8.3,0.01,8,15.5,6.8,13.5,10.2,6.82,3.124,2.805,0.097,0.004,99.5,1438
10.04,0,7.6,0.01,9.1,14.6,6.5,9.8,8,7.676,3.482,2.929,0.082,0.01,74.6,1445
13.56,0,7.5,0.02,7.4,12.9,5.9,9,7.3,6.246,3.149,2.222,0.062,0.002,58.8,1452
14.6,15.5,8.3,0.02,7.5,13.5,6,9.6,8.6,7.74,3.51,3.465,0.088,0,69.7,1466
17.28,0,6.7,0.02,7,11,4,7.2,5.4,5.089,2.911,1.369,0.103,0.037,16.9,1473
15.34,0,7.6,0.02,6.8,10.3,4,7.4,5.9,6.702,3.641,2.484,0.094,0.03,20.9,1480
23.04,0,4.4,0.03,9.2,9.8,4.8,7.8,6.3,7.077,2.931,3.665,0.113,0.032,21.4,1488
18.09,0,6.1,0.03,8.6,12.9,5.7,8.9,7.3,6.618,2.605,2.97,0.105,0.063,28.3,1494
12.55,0,10.1,0.02,6.9,12.1,5.5,8.5,6.9,7.367,3.917,3.027,0.08,0.014,24,1501
23.02,0,4.4,0.03,7.7,10.2,6.8,12.9,7.4,6.728,2.273,3.502,0.27,0.11,45.3,1509
28.54,0.9,3.4,0.04,10.2,9.2,6.5,12,8.7,6.446,2.271,3.259,0.303,0.152,57.4,1515
23.84,0,4.2,0.03,10.2,11.2,5,7.9,6,4.507,2.144,2.012,0.109,0.029,27.9,1522
20.21,4.5,5.2,0.03,11.3,10.5,6,9,7.4,7.135,2.698,3.58,0.15,0.011,31.5,1529
15.23,0,7.8,0.02,11.1,13.6,6.6,12.6,8.4,6.951,2.546,3.531,0.131,0.005,88.4,1536
11.93,0,11,0.02,14.7,14.6,6.5,13.7,8.1,7.233,3.007,3.121,0.106,0.004,107.3,1543
18.09,0,6.1,0.03,13.2,10.1,8.7,12.5,9.7,4.772,1.538,2.287,0.237,0.01,121.6,1550
13.62,0,8.9,0.02,14.4,16.3,8.7,15.8,9.6,6.354,2.829,2.62,0.119,0.004,120.9,1557
15.41,0,7.5,0.02,14.6,10.7,6.8,12.9,8.1,8.776,3.177,4.866,0.089,0.013,61.4,1564
39.16,0,2.3,0.06,15,3.4,7.6,13.2,9,7.305,1.046,4.933,0.28,0.145,19.6,1571
10.11,0,7.5,0.01,16.5,13.7,7.5,14.8,8.9,7.056,2.505,3.393,0.107,0.005,60.9,1578
18.39,0,4,0.03,19.9,1.6,8.2,12.1,9.5,6.655,1.201,4.595,0.231,0.098,14,1585
25.86,0,3.8,0.04,19.4,4.2,6.3,11.4,7.1,3.739,0.752,2.374,0.209,0.108,26.3,1592
19.93,14.3,3.6,0.03,21.2,6,6.7,12.1,7.9,3.762,0.975,1.927,0.139,0.04,66.5,1599
20.69,0,4.2,0.03,21.6,6.8,6.5,10.2,7.1,5.273,1.648,2.527,0.115,0.028,58.5,1606
31.76,0,2.9,0.05,22.9,6.7,6,10.1,6.4,4.879,1.39,2.502,0.116,0.026,38.1,1613
27.38,0,4.2,0.05,26.6,8.5,6.8,13.1,7.3,5.22,1.618,2.208,0.15,0.01,90.7,1620
78.81,0,1.2,0.14,24.6,5.4,6.9,10.8,7.1,3.173,1.49,0.92,0.196,0.129,8.2,1627
38.8,0,2.2,0.07,26.1,7.3,5.6,10.1,6.3,3.683,1.982,0.708,0.128,0.023,57.4,1634
45.16,0,2.5,0.08,23.1,5.5,6,9.9,7.6,3.282,1.413,1.025,0.198,0.119,20.1,1643
26.33,0.3,3.4,0.05,23.8,6.6,5.5,8.4,6.2,4.065,1.795,1.411,0.11,0.055,25.7,1648
217.51,9.8,0.4,0.36,20.6,7.4,3.6,6.9,5,2.998,1.871,0.52,0.17,0.116,5.7,1657
72.23,9.4,1.2,0.12,25.1,7.4,3.5,6.3,4.6,3.496,1.796,1.132,0.126,0.083,18.6,1663
117.7,8.9,0.8,0.2,23.1,7.4,3.1,5.9,3.5,2.769,1.739,0.612,0.14,0.1,6,1669
