지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2022-01-17,.4,-3,727,4.6,1422,2.38,,,,,0,8.9,340,2026,3.5,50,2226,1.8,1513,-5.9,52,2107,63,4,1018.9,1030,941,1025.8,1751,1027.9,10.1,4.5,1200,1.62,9.38,,,,,,5.5,5.4,1.7,-6.2,,,,,,,,,,1.1,1.6,,
156,2022-01-18,-1.3,-5.6,803,4.3,1439,,,,,,,8.4,70,1426,4.9,50,1251,2.3,1977,-13.8,18,1248,40.8,2.1,1019.1,1030.8,1013,1026.1,1538,1028.1,10.1,9.4,1200,2.32,14.44,,,,,,0,0,.6,-8.4,,,,,,,,,,2,2.8,,
156,2022-01-19,-.1,-6.3,730,7.5,1454,2.15,,,,,0,6.8,20,1956,3,50,2338,1.2,998,-7.5,29,1325,59.9,3.6,1016.1,1027.7,13,1022,1552,1025.1,10.1,7.6,1200,2.11,12.41,,,,,,4.4,2.9,.6,-9.4,,,,,,,,,,1.5,2.2,,
156,2022-01-20,-1.4,-6.4,800,5,1556,,,,,,,8.2,50,16,4.5,50,321,1.8,1519,-10.2,32,1414,52.5,2.8,1019.1,1030.1,2359,1024.6,1,1028.1,10.2,9.3,1200,2.25,13.98,,,,,,.1,.1,1,-8.3,,,,,,,,,,1.5,2.1,,
156,2022-01-21,1.7,-4.9,732,8.2,1411,,,,,,,4.2,290,1604,2.1,270,1610,.6,518,-5.7,37,1241,59.6,4.1,1020.5,1031.7,931,1027.9,1726,1029.4,10.2,8.6,1200,2.15,12.95,,,,,,3.9,2.1,.9,-8.6,,,,,,,,,,1.5,2.2,,
156,2022-01-22,7.1,2.7,202,12.2,1445,.03,,,,,0,4.1,180,1902,2.4,180,1915,.6,552,-1,44,1233,57,5.8,1016.3,1028,1,1023,1452,1025,10.2,.8,1200,1.68,7.8,,,,,,8.6,7.6,5.5,-.7,,,,,,,,,,1.1,1.6,,
156,2022-01-23,7.1,3.6,2358,11.8,1418,,,,,,,4.5,360,1604,1.8,70,826,.7,566,.3,49,1346,62.8,6.3,1011.6,1023.5,1,1018,1636,1020.2,10.2,.1,1400,1.08,6.41,,,,,,7.8,6.6,6.1,-2.6,,,,,,,,,,.9,1.2,,
156,2022-01-24,6,.6,734,10.9,1257,,,,,,,4.3,200,2312,2.4,200,2319,.8,688,-.3,50,1258,65.6,6,1012,1022.1,2359,1019.3,1449,1020.6,10.3,1.8,1200,1.63,7.65,,,,,,7.3,5.8,4.4,-4.4,,,,,,,,,,1.2,1.7,,
156,2022-01-25,5.7,3.4,2303,7.6,1520,2.45,,,,,0,5,270,1638,2.5,200,845,.8,679,.7,52,1,71.5,6.5,1013.3,1023.3,2224,1020.4,1534,1022,10.3,0,1000,.6,3.78,,,,,,8.5,8,5.6,-3.1,,,,,,,,,,.6,.9,,
156,2022-01-26,4.1,1.4,700,8.9,1354,,,,,,,7.5,70,1005,4.3,70,1008,1.4,1241,-3,43,1302,60.6,4.9,1016,1026.3,1040,1023.3,1,1024.8,10.3,6.9,1300,2.02,11.75,,,,,,5,4.1,4,-4.9,,,,,,,,,,1.7,2.4,,
156,2022-01-27,2.4,-.5,2352,7.2,1320,,,,,,,5.9,340,1617,2.6,70,245,1.3,1121,-7,23,1447,51.6,3.7,1015.9,1026.2,934,1022.5,1545,1024.8,10.3,8.4,1200,2.15,13.48,,,,,,4.5,2.3,3.9,-6.4,,,,,,,,,,1.7,2.5,,
156,2022-01-28,1,-1.5,740,5.8,1449,,,,,,,6.2,360,1621,3.4,50,1508,1.6,1364,-8.4,27,1304,51.8,3.3,1016.1,1027.3,852,1023.1,1721,1025,10.4,9,1200,2.35,14.65,,,,,,4.3,1.8,3,-7.2,,,,,,,,,,1.9,2.8,,
156,2022-01-29,.6,-1.3,741,5,1446,,,,,,,6.7,290,1342,3.2,70,1021,1.7,1496,-9.6,23,1332,47.8,3,1013.3,1024.9,23,1019.8,1541,1022.2,10.4,,,,,,,,,,6.9,3.5,3.4,-3.7,,,,,,,,,,,,,
156,2022-01-30,.7,-2.2,744,6.4,1423,,,,,,,6.8,290,1538,2.8,50,1430,1.6,1408,-10.5,16,1542,45.9,2.8,1013.3,1024.8,2222,1019.9,1421,1022.2,10.4,9.5,1200,2.43,15.01,,,,,,4,2.3,3.1,-8.3,,,,,,,,,,2,2.9,,
156,2022-01-31,1.4,-3.7,607,8,1601,.63,,,,,.1,4.7,270,1722,2.5,270,1723,1,826,-7.1,27,1446,56.3,3.7,1016.3,1027.5,935,1023.6,1524,1025.2,10.4,9.5,1200,2.4,15.3,,,,,,1.3,1,2.2,-9.8,,,,,,,,,,1.9,2.7,,
156,2022-02-01,1.8,-.1,426,4.5,1202,6.5,,,,,.6,9,270,1216,3.2,290,1217,1.2,1039,-3.2,47,1111,70.9,4.9,1018,1029.4,2240,1024.5,141,1026.9,10.5,3.2,1100,1.5,7.73,.5,58,.5,58,.5,6.6,5.8,1.9,-6,,,,,,,,,,.9,1.3,,
156,2022-02-02,1.4,-1.8,2354,5.9,1347,,,,,,,7,290,1154,3.1,50,1959,1.4,1235,-6.7,37,1649,55.5,3.7,1019.6,1030.4,1032,1026.8,1535,1028.5,10.5,7.6,1200,2.48,13.94,,,,,,4.8,3.4,3.5,-5.2,,,,,,,,,,1.7,2.4,,
156,2022-02-03,.5,-2.9,651,5.9,1446,,,,,,,8,50,1131,3.8,50,1841,1.6,1418,-10.2,18,1559,45.9,2.9,1018.1,1028.5,1043,1024.5,1730,1027,10.5,9.7,1200,2.48,15.92,,,,,,4.1,1.9,2.8,-7.7,,,,,,,,,,2.2,3.1,,
156,2022-02-04,-.6,-4.1,706,4.7,1342,3.8,,,,,.2,8.1,360,1455,3.6,50,1419,1.5,1265,-8,35,9,59.3,3.5,1016.9,1027.6,1,1024.1,1501,1025.8,10.6,7,1200,2,12.97,1.5,2349,1.5,2349,1.5,6.6,5,2.1,-8.7,,,,,,,,,,1.2,1.7,,
156,2022-02-05,-2.1,-4.4,736,.4,1336,14.08,,,,,.3,8.2,270,1203,4,50,1039,1.4,1173,-5.5,48,1308,78.8,4.1,1018.3,1028.4,1959,1025.4,227,1027.3,10.6,5.7,1200,2.38,11.52,1.8,559,3.3,559,2.5,8,6.3,3.1,-2,,,,,,,,,,.9,1.3,,
156,2022-02-06,-1.4,-5.1,601,4.9,1430,5.18,,,,,.2,8.7,250,1432,3.4,50,1457,1.1,962,-4.8,54,1432,77.9,4.3,1020.6,1031.1,931,1027.3,1725,1029.6,10.6,4.6,1300,1.58,9.68,1.6,207,2.3,207,1.6,4.5,4.1,1.8,-4.9,,,,,,,,,,1,1.4,,
156,2022-02-07,-.1,-2.9,637,2.3,1451,,,,,,,6.6,70,534,4.1,70,534,1.7,1456,-10.2,31,1418,48,2.9,1019.4,1030.1,1042,1025.6,1740,1028.3,10.7,.2,1200,1.18,6.52,,,,,,8.4,3.4,1,-5.4,,,,,,,,,,1.1,1.6,,
156,2022-02-08,1.8,-2.6,602,7.6,1505,,,,,,,7.5,70,1311,3.6,50,1355,2,1691,-8.2,32,1418,48.3,3.4,1018.5,1028.5,947,1026.1,1430,1027.4,10.7,9.2,1200,2.48,15.46,,,,,,2.6,.1,3.1,-7.4,,,,,,,,,,2,2.8,,
156,2022-02-09,3.3,-2.5,738,10.1,1424,,,,,,,4.8,70,15,2.5,70,16,.8,652,-5.7,31,1330,53.5,4,1016.1,1028.1,846,1022,1632,1024.9,10.7,5.9,1200,2.17,12.26,,,,,,5.6,1.6,3.3,-7.3,,,,,,,,,,1.5,2.2,,
156,2022-02-10,4.2,1.1,657,9.2,1439,,,,,,,7.4,20,1551,3.6,20,1517,1.3,1139,-7.3,22,1338,45.3,3.6,1014.6,1025.3,2202,1021.7,1429,1023.4,10.8,9.6,1200,2.51,16.23,,,,,,2.1,2.1,4.8,-5.8,,,,,,,,,,2.3,3.2,,
156,2022-02-11,4.8,-1.8,650,12.1,1518,,,,,,,5.6,70,1106,3.1,70,1106,1.3,1131,-7.8,15,1600,45,3.5,1016.9,1028,945,1023.8,1536,1025.6,10.8,9.7,1200,2.47,16.2,,,,,,2.8,0,4.5,-7.6,,,,,,,,,,2.7,3.9,,
156,2022-02-12,6.9,1.6,601,14.2,1450,,,,,,,6.6,70,1148,3.7,50,1156,1,830,-6.2,12,1412,43,3.9,1015.1,1026.1,37,1021,1625,1023.8,10.8,9.5,1200,2.51,16.31,,,,,,3.5,1.3,6,-4.1,,,,,,,,,,3,4.3,,
156,2022-02-13,7.8,3.9,316,13.1,1241,,,,,,,6.4,320,1454,2.6,50,1748,1,898,-3.5,26,1259,45.6,4.7,1011.8,1022.7,1,1018.4,1548,1020.4,10.9,5.1,1200,2.21,11.67,,,,,,7.5,2.5,6.8,-1.3,,,,,,,,,,1.8,2.6,,
156,2022-02-14,5.6,1.2,715,13.8,1411,.8,,,,,0,7.5,340,2117,3.5,270,1408,1.1,959,-2.6,19,1554,59.4,5.1,1012.3,1022.7,2342,1018.6,1510,1021,10.9,8.5,1100,2.12,14.13,,,,,,2.9,2.9,5.9,-4.7,,,,,,,,,,2.1,2.9,,
156,2022-02-15,-.5,-3.1,2247,2.8,1,7.65,,,,,0,8.8,320,1234,3.4,20,1241,1.8,1587,-6.2,46,1351,65.4,3.9,1014.3,1024.7,2204,1021.8,1445,1023.3,10.9,2.8,1000,1.48,9.31,,,,,,7.8,7.8,3,-5.8,,,,,,,,,,.9,1.3,,
156,2022-02-16,-3.1,-4.5,2210,-.8,1227,18.03,,,,,1.1,9.1,340,1254,3.7,20,2355,1.2,1079,-5.6,63,913,83,4.1,1015.6,1025.8,2341,1023.4,1511,1024.6,11,3.6,1500,1.66,9.63,2.2,732,2.2,732,5.7,7.4,5.5,1.9,-5.1,,,,,,,,,,.8,1.2,,
156,2022-02-17,-3.9,-7.8,626,.4,1333,.23,,,,,0,8.8,70,104,4.2,50,120,2.1,1839,-11.6,33,1516,56.5,2.5,1019.2,1030.1,2328,1025.8,1,1028.3,11,9.9,1100,3.13,18.93,0,33,2,1,,2.8,.9,2.1,-7.8,,,,,,,,,,1.8,2.6,,
156,2022-02-18,1.4,-6.4,651,8.8,1551,,,,,,,5.5,70,2150,3.2,70,2152,1.2,1055,-8.3,33,1454,50,3.3,1020,1032.4,838,1025.3,2351,1028.9,11,9,1200,2.67,17.03,,,,,,6,1.3,4.5,-9.1,,,,,,,,,,2.2,3.1,,
156,2022-02-19,2.2,-1.3,2324,5.7,1322,4.58,,,,,0,8.7,90,2109,3.6,50,1650,1.5,1325,-5.9,28,1251,56.1,4,1015.3,1026,105,1021.5,1934,1024.1,11.1,1.2,1200,1.73,8.18,,,,,,9.3,7.9,4.8,-3.8,,,,,,,,,,1.2,1.7,,
156,2022-02-20,-2.1,-4,807,2.1,1400,5.1,,,,,.3,10.4,20,1112,4.7,50,849,2.2,1878,-9.2,33,1401,60.5,3.1,1018.6,1030.2,2215,1024.1,423,1027.6,11.1,9.2,1300,2.49,15.96,1.8,528,1.8,528,1.8,4,4,1,-8.1,,,,,,,,,,1.5,2.2,,
156,2022-02-21,1,-4.5,611,7.6,1516,.57,,,,,0,9.4,320,1609,3.6,320,1419,1.1,947,-6.7,25,1455,60.1,3.7,1020.8,1031.6,917,1027.6,1449,1029.7,11.1,7.5,1200,2.55,15.28,,,,,,4.1,3.8,3.4,-8.3,,,,,,,,,,1.9,2.7,,
156,2022-02-22,.2,-2.8,735,4.2,1340,.45,,,,,0,7.8,320,1500,3.3,50,607,1.7,1439,-9.5,28,1341,50.5,3,1023.2,1033.6,830,1031,359,1032.2,11.2,8.9,1100,2.58,17.34,,,,,,5.1,2.8,3.3,-7,,,,,,,,,,2.1,3,,
156,2022-02-23,-2,-4.9,659,2.8,1527,.3,,,,,0,7.8,70,1527,3.8,70,825,2.3,1991,-13,23,1626,43.8,2.3,1024.1,1035.3,844,1030.4,1607,1033.2,11.2,8,1300,2.74,17.24,,,,,,4.3,.4,3.1,-8.8,,,,,,,,,,2,2.8,,
156,2022-02-24,0,-4.8,555,5.4,1411,,,,,,,6.9,250,1442,3.3,50,1254,1.4,1185,-9.3,30,1714,50.5,3.1,1022.7,1033.7,903,1029.6,1642,1031.7,11.2,8,1100,2.62,14.92,,,,,,2.1,2.1,.6,-9.5,,,,,,,,,,1.5,2.2,,
156,2022-02-25,3.3,-3.9,648,11.4,1400,,,,,,,6.1,320,1451,2.7,320,1508,.8,670,-3.4,26,1615,64.4,4.9,1019.7,1031.7,844,1026,1656,1028.6,11.3,9.7,1200,2.69,17.92,,,,,,.3,.3,5.7,-8.7,,,,,,,,,,2,2.9,,
156,2022-02-26,6,-.4,536,14.1,1347,.92,,,,,0,11.4,340,2252,6.6,250,1409,2.3,1991,.3,25,1412,71.4,6.3,1012.9,1026.4,1,1017.4,1808,1021.5,11.3,8.2,1200,2.65,17.29,,,,,,4.8,3.4,8.1,-5.4,,,,,,,,,,2.7,3.8,,
156,2022-02-27,6,1.2,650,12.4,1500,,,,,,,6.4,320,1626,3,50,1322,1.2,995,-7.9,11,1519,40.6,3.5,1014.9,1025.5,2257,1020.7,1,1023.6,11.4,10.6,1200,2.93,20.27,,,,,,0,0,6.8,-6.2,,,,,,,,,,3.3,4.7,,
156,2022-02-28,7.6,-.7,655,16.5,1445,,,,,,,7.3,180,1909,4.3,250,1621,1.5,1259,-5.6,11,1755,46.4,4.3,1012.8,1025.3,40,1017.4,2344,1021.4,11.4,6.5,1200,2.76,15.95,,,,,,4,3.1,7.1,-7.1,,,,,,,,,,2.8,3.9,,
156,2022-03-01,7.1,2.5,2359,13,1253,5.17,,,,,2.9,6.5,320,1402,3.1,320,1407,1,839,4.6,60,242,85.3,8.8,1007.5,1020,2359,1013.4,1319,1016.1,11.4,2.9,1400,1.98,10.26,,,,,,7.3,6,8.9,-.8,,,,,,,,,,1.3,1.8,,
156,2022-03-02,4.1,-.4,635,10,1521,,,,,,,6.4,250,1727,2.9,290,1513,1.1,977,-4.6,29,1548,55,4.4,1010.8,1021.1,916,1017.4,1511,1019.5,11.5,10.6,1300,2.89,20.29,,,,,,.8,0,5.7,-6.1,,,,,,,,,,2.6,3.6,,
156,2022-03-03,6.7,-.3,655,14.7,1610,,,,,,,6.3,290,1658,3.8,270,1611,1.1,915,.5,31,1621,67,6.4,1010.6,1021.6,1009,1017.1,1651,1019.3,11.5,10.1,1200,2.83,18.71,,,,,,0,0,8.3,-5.4,,,,,,,,,,2.5,3.6,,
156,2022-03-04,10.5,5.9,516,17.3,1404,,,,,,,11.5,230,1709,7.1,230,1322,2.4,2092,3.9,29,1527,67.5,8.1,1006.5,1019,126,1011.2,1712,1015,11.5,7.1,1200,2.7,16.42,,,,,,4.9,3.4,12.3,.3,,,,,,,,,,3,4.3,,
156,2022-03-05,5.2,1.7,2342,9.6,1,,,,,,,10.4,290,1227,4.4,50,1430,2.2,1928,-5.1,23,1335,50.4,4.5,1009.2,1021.4,2350,1013.4,1,1017.9,11.6,7.4,1200,3.03,17.12,,,,,,.1,.1,10.3,-2.2,,,,,,,,,,2.6,3.7,,
156,2022-03-06,3.3,.1,555,9.1,1535,,,,,,,7.7,50,1115,4.7,50,1204,1.5,1320,-10.2,15,1148,40.1,2.9,1013.7,1024.6,1030,1020.2,1637,1022.5,11.6,0,1800,0,0,,,,,,2.6,0,8.5,-6.3,,,,,,,,,,,,,
156,2022-03-07,4.8,-.9,705,13.2,1449,,,,,,,5.7,340,1732,2.7,70,49,1.2,1065,-8.1,8,1314,43.6,3.4,1012.1,1022.9,845,1018,1554,1020.8,11.6,8.4,1300,2.57,17.42,,,,,,4.9,0,8.1,-5.1,,,,,,,,,,2.6,3.7,,
156,2022-03-08,7.2,-.5,711,16.3,1517,,,,,,,5.4,250,1513,3.1,270,1522,.7,616,-3.2,22,1521,52.4,4.9,1011,1020.9,1,1017.3,1703,1019.6,11.7,10.6,1200,2.95,20.64,,,,,,1.5,0,10.3,-5.9,,,,,,,,,,2.8,4.1,,
156,2022-03-09,9.5,1.8,651,18.9,1515,,,,,,,4.8,290,1821,2.1,230,2124,.7,630,-.9,12,1610,53.4,5.7,1013.1,1023.5,908,1019.8,4,1021.7,11.7,10.7,1200,3.02,21.15,,,,,,0,0,12.1,-3.7,,,,,,,,,,,,,
156,2022-03-10,11.3,3.1,543,19.4,1449,,,,,,,5.4,290,1542,3,270,1758,.9,741,.4,19,1735,50.3,6.4,1012.7,1023.6,945,1018.6,1800,1021.2,11.7,9,1400,2.6,17.37,,,,,,4.8,0,14.7,-3.2,,,,,,,,,,,,,
156,2022-03-11,14.6,9.3,516,19.9,1529,,,,,,,6.5,230,1609,4.4,230,1610,1.4,1243,9.1,52,6,70.6,11.9,1009.6,1019.4,1,1015.8,1527,1018,11.8,2.8,1100,2.02,11.02,,,,,,6.6,5.6,15.1,3.6,,,,,,,,,,,,,
156,2022-03-12,17.1,12.2,500,22.8,1417,,,,,,,12.6,230,1720,7.9,230,1627,2.3,1982,12.2,42,1635,75.9,14.2,1007.8,1018.6,928,1013.6,2342,1016.1,11.8,6.2,1100,2.62,15.4,,,,,,7.3,5.6,18.7,7.7,,,,,,,,,,,,,
156,2022-03-13,15.2,13.7,2320,17.3,454,8.38,,,,,16.4,8.8,230,547,6,230,554,2.1,1830,14.3,82,1,95.1,16.3,1003.6,1013.8,2328,1009.6,1453,1011.9,11.9,0,1300,.36,2.18,,,,,,9.4,8.3,14.7,12,,,,,,,,,,.5,.6,,
156,2022-03-14,11.9,6.4,2349,15.9,1120,4.47,,,,,1,7.6,320,1715,4.5,200,904,1.6,1394,11.4,91,2132,97.5,13.8,1004.7,1015.3,2345,1010.4,1611,1013.1,11.9,0,1100,1.26,4.5,,,,,,8.8,8.5,12.6,5.3,,,,,,,,,,.7,1,,
156,2022-03-15,10.3,3.2,649,20.6,1552,,,,,,,7.4,250,1814,4.2,250,1727,1.5,1256,4.7,22,1539,72.3,8.6,1006.1,1017,836,1011.4,1623,1014.5,11.9,9.8,1200,3.1,21.46,,,,,,3.1,.5,13.2,1,,,,,,,,,,3,4.3,,
156,2022-03-16,13.3,5.8,557,22.2,1545,,,,,,,4,290,1804,1.9,340,1806,.7,562,3,14,1402,59,7.8,1007.4,1018,2351,1013.7,1542,1015.8,12,9.2,1200,3.13,21.25,,,,,,3.1,.9,14.5,1.2,,,,,,,,,,3.3,4.7,,
156,2022-03-17,11.3,8.4,2342,14.8,1357,8.85,,,,,5.6,6.7,50,2243,3.9,70,641,1.6,1365,7.7,52,1452,80.1,10.5,1008.1,1019.8,137,1013,2356,1016.6,12,0,1100,.58,3.93,,,,,,10,6.9,11.4,9.4,,,,,,,,,,.8,1.1,,
156,2022-03-18,8.5,7.3,553,10.8,1252,7.63,,,,,4.6,6.8,70,744,3.5,70,235,2,1733,7.9,83,1437,96.6,10.7,1000,1013,1,1007.2,1542,1008.5,12,0,1200,.94,5.11,,,,,,9.6,6.3,10.4,8,,,,,,,,,,.6,.9,,
156,2022-03-19,5.3,3.6,1427,7.4,1,10.7,,,,,10,8.7,270,1241,5.2,270,1244,1.8,1532,3.5,73,1257,88.5,7.9,1002.3,1016.7,2359,1006.6,601,1011,12.1,.1,1100,.94,4.17,,,,,,9.4,6.9,6.9,1.7,,,,,,,,,,.6,.8,,
156,2022-03-20,5.2,3,2359,8.8,1527,,,,,,,5.5,340,1948,2,50,2347,.7,630,2.2,57,1528,82.1,7.2,1011.6,1023.5,2400,1016.7,1,1020.3,12.1,.2,1400,1.36,8.83,,,,,,8.1,4.4,7.1,.9,,,,,,,,,,1.2,1.7,,
156,2022-03-21,7.4,1.4,631,13.3,1300,,,,,,,4.5,70,406,2.7,70,412,1.2,1008,-3,23,1319,51.1,5,1014.1,1025.9,740,1020.8,1745,1022.8,12.2,5.7,1100,2.61,16.04,,,,,,7.9,3.8,8.1,-2,,,,,,,,,,2.4,3.5,,
