지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
156,2016-02-03,-.1,-5.9,736,5.7,1501,,,,,,,6.4,320,1554,2.6,50,1038,1.3,1155,-8,39,1342,56.5,3.4,1019.4,1030,822,1026.8,1406,1028.7,10.5,9.6,1200,2.26,14.14,,,,,,.3,.3,-1.8,-9.1,,,,,,,,,,,,,
156,2016-02-04,.7,-3.8,517,6.5,1440,,,,,,,6.8,320,1326,2.5,320,1618,1,897,-7.2,30,1752,58.9,3.6,1017.9,1029.6,55,1024.3,1525,1027.1,10.6,6,1300,1.8,10.95,,,,,,1.4,.3,-1,-8,,,,,,,,,,,,,
156,2016-02-05,1.2,-2.2,733,5.7,1400,,,,,,,7,320,1618,3.4,20,1419,1.3,1157,-7.5,29,1316,53.6,3.5,1015.5,1027,217,1023,1540,1024.7,10.6,9.3,1200,2.28,14.18,,,,,,.4,.4,-.4,-6.8,,,,,,,,,,,,,
156,2016-02-06,-.4,-2.4,615,2.8,1404,3.7,,,,,0,9.6,270,1619,4,20,1754,1.6,1398,-7.7,39,1501,59.1,3.5,1015.2,1026.5,2351,1022.5,357,1024.4,10.6,5.5,1400,1.55,10.66,0,,0,,0,5,5,0,-6.2,,,,,,,,,,,,,
156,2016-02-07,-.4,-5.6,751,5.3,1455,,,,,,,4.5,50,52,2.8,70,38,1.1,964,-9.5,28,1456,52,3,1014.3,1026.6,40,1021.2,1622,1023.5,10.7,10,1200,2.4,15.52,,,,,,.8,.8,-1.1,-9.2,,,,,,,,,,,,,
156,2016-02-08,2.8,-3.5,525,9.2,1428,,,,,,,12.4,250,1503,6.6,250,1451,2.2,1907,-5,25,1505,59,4.3,1010.3,1022.5,1,1016.5,1938,1019.3,10.7,9.1,1200,2.15,13.46,,,,,,.6,.6,0,-7.4,,,,,,,,,,,,,
156,2016-02-09,4,-.2,752,8.6,1522,,,,,,,9,270,15,3.8,270,15,1.5,1285,-6.5,26,1141,48.6,3.8,1014.5,1026.1,2331,1017.9,1,1023.6,10.7,10,1200,2.37,15.37,,,,,,.3,.3,1.8,-4.8,,,,,,,,,,,,,
156,2016-02-10,5,-2.7,620,14,1546,,,,,,,4.8,180,1815,2.7,180,1815,1,852,-6.3,16,1628,48.5,3.8,1017,1027.6,941,1024.2,1444,1026,10.7,9.6,1200,2.35,14.95,,,,,,0,0,2.3,-6.7,,,,,,,,,,,,,
156,2016-02-11,10.9,4,47,17.1,1304,1.75,,,,,0,13.7,200,2217,7,160,2059,2.4,2057,1.6,38,1,53.3,7.1,1015.4,1026.7,131,1021.8,2335,1024.2,10.8,4.2,1200,2.35,11.55,,,,,,7.6,2.6,6.2,-2.8,,,,,,,,,,,,,
156,2016-02-12,13.7,11.3,145,15.6,1859,20.25,,,,,23.3,10,180,51,5.1,180,40,2,1746,13,63,1,95.8,15,1008.7,1021.9,1,1014.5,2336,1017.3,10.8,0,1000,.36,2.54,,,,,,10,7,10.5,8.4,,,,,,,,,,,,,
156,2016-02-13,14.2,6.5,2400,19.8,1213,12.57,,,,,9.9,11.6,250,2400,6.4,180,1402,2.3,1950,13.2,78,1245,94.5,15.5,999.7,1014.5,1,1002.3,1758,1008.3,10.8,1.3,1000,1.41,6.32,,,,,,9.6,6.5,12.8,6,,,,,,,,,,,,,
156,2016-02-14,.7,-2.2,2356,6.5,5,22.87,,,,,.5,12.7,320,345,4.5,320,348,2.7,2360,-2.2,55,2049,81.1,5.4,1007.9,1021.7,2356,1008,1,1017,10.9,1.5,1300,1.51,7.28,,,,,,9.4,8.1,2.9,-3.1,,,,,,,,,,,,,
156,2016-02-15,-2.1,-4.2,742,.8,1513,17.37,,,,,4.2,10.3,20,1002,4.2,20,1007,1.9,1634,-6.6,44,1422,73.5,3.8,1013.5,1024.7,838,1020.9,1601,1022.8,10.9,5.8,1300,1.96,12.42,5.6,2351,5.6,2351,6.3,7.9,7.9,1,-5,,,,,,,,,,,,,
156,2016-02-16,1.3,-2.7,123,5.7,1533,8.6,,,,,.5,13,270,1309,6.8,270,1318,2.5,2132,-3.8,45,1649,69.9,4.6,1012.2,1023.4,52,1018.4,1559,1021.3,10.9,3.3,1100,1.68,8.16,.7,5,6,5,.8,6.8,6.8,1.6,-1.9,,,,,,,,,,,,,
156,2016-02-17,2.9,-.9,700,7.2,1421,2.85,,,,,0,7.6,70,1205,4,50,1210,1.6,1391,-5.6,28,1304,56.1,4.1,1016.7,1027.9,2220,1022.7,1,1025.8,11,10.2,1200,2.58,17.6,,,,,,1.8,1.8,2.9,-5.1,,,,,,,,,,,,,
156,2016-02-18,4.7,-1.5,248,11.6,1535,,,,,,,12.4,230,1600,6.4,200,1502,2.2,1943,-2.7,30,1449,61.5,5.1,1015.6,1026.9,1,1022,1444,1024.6,11,9.6,1100,2.28,15.31,,,,,,2.5,1,2.9,-5.2,,,,,,,,,,,,,
156,2016-02-19,7,1.9,732,11.8,1400,,,,,,,3.7,320,2058,2.3,50,1654,.9,779,-1.6,24,1439,58.6,5.6,1017.5,1028.7,919,1024.1,1759,1026.5,11.1,6,1200,2.06,12.08,,,,,,6.9,5.3,4.4,-3,,,,,,,,,,,,,
156,2016-02-20,4.7,1.1,2348,9.4,1333,,,,,,,10.2,360,1507,5.2,20,1511,1.9,1623,-7.2,20,1202,44.4,3.7,1014.2,1026.8,2343,1019.8,1351,1023.2,11.1,8.8,1300,2.26,14.2,,,,,,3.1,1.6,3.6,-2.6,,,,,,,,,,,,,
156,2016-02-21,2.4,-.3,537,7.3,1527,,,,,,,6.9,290,1533,2.9,20,1418,1.3,1096,-9.3,25,1615,42.4,3.1,1021.8,1033.7,2352,1026.7,4,1031,11.1,8.3,1200,2.56,16.44,,,,,,4.3,2,2.2,-4.7,,,,,,,,,,,,,
156,2016-02-22,3.5,.3,729,6,1534,,,,,,,5.5,50,212,3.7,50,213,1.1,950,-7.8,27,1659,44.1,3.4,1021.3,1034.3,44,1028.4,1554,1030.4,11.2,.2,1000,1.16,5.99,,,,,,10,8.6,2.4,-1.9,,,,,,,,,,,,,
156,2016-02-23,4,-.3,2340,9.6,1305,.3,,,,,0,9.1,50,1343,4.4,20,1346,1.7,1435,-7.5,26,1501,43.8,3.6,1021,1032.7,2104,1027.9,1504,1030,11.2,7.3,1100,2.05,13.94,,,,,,5,2.4,4.1,-3,,,,,,,,,,,,,
156,2016-02-24,-.6,-3.1,707,3.2,1413,.73,,,,,0,9,20,1037,4.1,360,1340,2.1,1848,-10,38,1318,49.1,2.9,1025,1035.8,2206,1032.2,18,1034.3,11.2,7,1100,2.14,14.42,,,,,,5,3.3,1.2,-6.4,,,,,,,,,,,,,
156,2016-02-25,1.5,-3.3,309,7.7,1438,.32,,,,,0,8.5,290,1312,3.5,20,1421,1.5,1313,-9,19,1447,47.5,3.1,1025.8,1037.5,1007,1033.2,1515,1035,11.3,10,1200,2.61,17.59,,,,,,1.5,1.5,2,-7.2,,,,,,,,,,,,,
156,2016-02-26,3.5,-1.3,735,7.9,1553,4.17,,,,,.2,5.6,200,1351,2.5,250,1352,.8,715,-.7,56,1,74.5,6,1020.4,1034.1,1,1025.6,2359,1029.5,11.3,.7,1200,1.28,8.18,,,,,,6.5,5.3,2.1,-5.9,,,,,,,,,,,,,
156,2016-02-27,8.9,5.2,3,13.7,1559,.57,,,,,0,9,270,549,5.5,270,556,2,1690,-.1,27,1715,55.9,6.2,1015.5,1025.8,1003,1023,1539,1024.4,11.3,7.6,1200,2.39,14.86,,,,,,4.6,4.3,7.6,1.5,,,,,,,,,,,,,
156,2016-02-28,6.7,1.1,2354,14.7,1242,7.52,,,,,3.8,17.1,270,1628,10.2,250,1555,2.3,2011,2.3,50,12,76,7.4,1012.7,1025.4,2345,1015.7,1458,1021.7,11.4,.8,1200,1.52,6.29,,,,,,8.8,6.6,5.7,-1.9,,,,,,,,,,,,,
156,2016-02-29,-1.1,-3.5,1821,1.5,249,11.97,,,,,2.8,13.2,320,924,4.8,290,1341,2.3,2021,-7.5,45,914,63,3.6,1018.2,1030.5,2230,1024.9,132,1027.5,11.4,3.3,1300,1.55,9.95,2.6,1947,2.6,1947,3.2,6.9,6.9,-.1,-5.8,,,,,,,,,,,,,
156,2016-03-01,-.2,-4.3,631,5.8,1525,,,,,,,6.5,290,1448,2.8,50,304,1.8,1523,-8.4,37,1535,54.5,3.3,1020.2,1031.3,826,1027.1,1522,1029.4,11.4,9.2,1300,2.76,18.4,,,1.8,1,,2.8,2.8,2.2,-6.4,,,,,,,,,,,,,
156,2016-03-02,4.5,-3.2,703,13.2,1524,,,,,,,7.3,270,1629,4.3,270,1638,1.5,1325,-2.9,26,1515,62.5,5,1017.9,1029.8,705,1024.5,1553,1027,11.5,10.8,1200,2.85,19.37,,,,,,.3,0,3.9,-6.3,,,,,,,,,,,,,
156,2016-03-03,10,1.5,456,18.3,1443,,,,,,,9.3,230,1552,5.2,200,1750,1.6,1371,3.9,37,1516,68.8,8.2,1015.1,1026.2,827,1021.8,1524,1024,11.5,6.6,1200,2.7,16.45,,,,,,4.4,3.5,8,-3.8,,,,,,,,,,,,,
156,2016-03-04,11.8,10.1,227,14,1801,15.18,,,,,18,4.2,140,2356,2.1,70,639,.9,761,11.6,74,16,98.8,13.7,1015.3,1025.7,2306,1022.7,451,1024.1,11.6,.2,1700,.39,2.61,,,,,,8.9,6.9,9.7,7.6,,,,,,,,,,,,,
156,2016-03-05,15.1,11.6,1,18,1319,10.18,,,,,22.2,12.8,180,1149,6.8,180,1152,3.4,2932,13.9,80,1320,93,15.9,1011.1,1025.5,7,1015.9,1623,1019.7,11.6,1.2,1200,1.64,7.82,,,,,,8.5,6.5,12.5,7.9,,,,,,,,,,,,,
156,2016-03-06,12.2,8.5,632,18.5,1528,1.45,,,,,.1,4.9,290,602,3,70,2033,1.2,1057,5.7,22,1602,69.5,9.4,1009.8,1020.4,815,1017.1,414,1018.5,11.6,6.5,1200,2.66,14.86,,,,,,4.1,2.9,12.6,5.4,,,,,,,,,,,,,
156,2016-03-07,11.9,6.9,503,18.6,1254,4.35,,,,,0,7,230,1513,4.3,230,1518,1,867,5.2,46,1610,65.1,8.9,1009.4,1019.6,2319,1016.3,1425,1018.1,11.7,4.4,1100,2.33,10.52,,,,,,5.6,2.5,9.4,3.1,,,,,,,,,,,,,
156,2016-03-08,6.5,1.6,2322,11.4,38,6.37,,,,,5.2,11.4,50,1757,6.5,50,1759,2.8,2432,-.6,32,1736,63.8,6,1012.8,1023.5,1103,1019.3,1,1021.7,11.7,0,1200,.69,3.86,,,,,,9.8,5.3,6,-.6,,,,,,,,,,,,,
156,2016-03-09,3,1,2258,8.1,1416,.7,,,,,0,8.7,360,1521,3.8,20,1529,2,1700,-6.6,27,1256,51,3.8,1013.5,1026.3,2358,1019.9,433,1022.6,11.7,7.2,1200,2.92,18.44,,,,,,6.1,1.6,5,-1,,,,,,,,,,,,,
156,2016-03-10,1.3,-.8,733,5.8,1345,,,,,,,11.2,290,1514,5.8,20,1422,2.6,2238,-10.9,21,1356,41.3,2.7,1017.4,1028.4,2255,1023.9,1647,1026.5,11.8,9.9,1300,2.93,19.62,,,,,,5,.3,2.7,-3.7,,,,,,,,,,,,,
156,2016-03-11,1.4,-2.1,657,6.1,1606,.42,,,,,0,8.8,320,1258,4,20,1405,2,1729,-9.1,30,1552,46.6,3.1,1016.8,1028.4,4,1023.9,1618,1025.9,11.8,10.7,1100,2.82,20.33,,,,,,1.8,1.8,2.4,-5.3,,,,,,,,,,,,,
156,2016-03-12,4.1,-2.5,657,10.6,1500,,,,,,,6.7,270,1721,3.2,50,953,1.5,1285,-10.4,17,1141,36.3,2.8,1016.4,1027.5,815,1022.9,1600,1025.5,11.9,9.8,1200,2.8,19.53,,,,,,2.8,0,4.1,-6.7,,,,,,,,,,,,,
156,2016-03-13,5.2,3,559,8.7,1323,1.77,,,,,0,6.2,50,37,4.1,50,39,1.3,1098,-3.3,33,1312,57.3,5.1,1014.2,1026,231,1021.9,1332,1023.2,11.9,0,1300,.77,5.92,,,,,,9.1,4.8,4.5,-1.3,,,,,,,,,,,,,
156,2016-03-14,4.9,1.5,620,9.9,1529,,,,,,,9.3,290,1254,5.4,50,941,2.1,1818,-2.3,40,1530,61.1,5.2,1013.7,1024.2,2327,1021,1624,1022.7,11.9,8.4,1200,2.6,18.34,,,,,,3.4,2.8,5.5,-4.4,,,,,,,,,,,,,
156,2016-03-15,7.2,-.5,639,15.5,1525,,,,,,,6.7,250,1728,3.4,250,1610,1.3,1087,-5,15,1507,47.6,4.3,1014.9,1026.3,855,1020.9,1458,1023.9,12,9.8,1200,2.99,20.91,,,,,,2.9,0,7.3,-5.5,,,,,,,,,,,,,
156,2016-03-16,9.6,4.3,523,17.4,1402,,,,,,,6.2,250,1343,3.5,200,1324,1.4,1223,-.5,28,1406,50.3,6,1013.5,1023.8,1000,1020.3,1539,1022.4,12,7.7,1200,2.89,18.43,,,,,,3.5,1,10.7,.7,,,,,,,,,,,,,
156,2016-03-17,12.4,3.8,443,19.4,1504,.95,,,,,0,6.2,270,1436,3.6,230,1731,1.3,1089,2.7,33,1434,54.8,7.5,1011.2,1023.6,739,1016.3,2357,1019.9,12,8.3,1200,2.66,18.04,,,,,,5.6,1.9,11.8,-1.7,,,,,,,,,,,,,
156,2016-03-18,12,9.7,508,14.4,1535,12.68,,,,,9.7,7.6,70,600,4.4,50,604,2.1,1796,11.4,48,11,96.6,13.5,1002.7,1016.3,1,1008.6,1527,1011.4,12.1,0,1400,.76,4.53,,,,,,8.4,5.6,11.7,6.2,,,,,,,,,,,,,
156,2016-03-19,11.6,6.4,2345,18.5,1412,,,,,,,8,290,1543,3.3,290,1608,1.3,1153,4.6,31,1342,66.1,8.7,1006.6,1019.4,2356,1011.9,1,1015.3,12.1,10,1200,3.06,21.03,,,,,,.5,.5,11,2,,,,,,,,,,,,,
156,2016-03-20,9.2,3.5,629,17.7,1518,,,,,,,8.4,250,1207,5,250,1216,1.6,1421,2.8,30,1523,67.8,7.5,1012.4,1023.5,2300,1018.9,1540,1021.3,12.1,10.8,1200,2.99,21.26,,,,,,.9,.9,10.1,-1,,,,,,,,,,,,,
156,2016-03-21,10.1,4.3,538,18,1528,,,,,,,7.5,270,1606,3.2,270,1551,1,857,2.7,33,1444,62.9,7.4,1014.8,1025.5,853,1021.9,1542,1023.6,12.2,10.9,1200,3.01,21.4,,,,,,1.5,1.5,11.5,-.9,,,,,,,,,,,,,
156,2016-03-22,9.6,3.8,725,18.4,1455,,,,,,,6.9,270,1440,4,270,1445,1.4,1170,.7,13,1614,59.1,6.5,1011,1023.4,34,1016.4,1709,1019.9,12.2,10.5,1200,3.13,21.96,,,,,,2.4,.1,11.6,-.8,,,,,,,,,,,,,
