year,date,spot,BOD,COD,T_N,T_P,TOC,SS,EC,pH,DO,temperature,turbidity,transparency,Chl_a,dominant
2018,180219,J2,0.6,3,0.599,0.014,2.2,0.9,89,7,12.5,6.1,2,3.8,6.5,diatom
2018,180226,J2,0.6,3,0.578,0.014,2.2,0.9,92,6.9,12.5,7.3,1.9,3.8,5.6,diatom
2018,180305,J2,0.6,3.1,0.541,0.008,2.2,1.4,93,6.9,12.6,5.3,3.4,2.3,5.1,diatom
2018,180312,J2,0.5,3.1,0.505,0.011,2.2,1.1,92,7.2,9.9,8,2.7,1.8,6,diatom
2018,180319,J2,0.8,3.3,0.671,0.02,2.3,2.1,95,7.2,12.1,8.1,3,1.9,7.4,diatom
2018,180326,J2,1,3.4,0.629,0.014,2.4,2.2,95,7.2,11.1,9.8,3.5,1.6,4.9,diatom
2018,180402,J2,1.1,3.5,0.788,0.017,2.5,2.5,94,7.3,9.3,14.1,3.5,2.4,6.2,diatom
2018,180409,J2,0.9,3.2,0.893,0.015,2.2,2.2,94,7.2,10.7,11.1,3.1,2,9.2,diatom
2018,180417,J2,1.2,3.5,0.822,0.016,2.4,2.3,98,7.5,10.8,11.4,1.5,2,8.9,diatom
2018,180423,J2,1.1,3.4,0.788,0.01,2.3,2.1,99,7.6,10.7,12.6,1.9,2,13.9,diatom
2018,180430,J2,0.9,3.1,0.876,0.015,2.3,2.1,99,7.6,9.9,13.7,1.4,2,9.2,diatom
2018,180508,J2,1,3.1,0.815,0.023,2.5,2.3,100,7.4,9.8,13.7,2.3,2.8,3.4,diatom
2018,180515,J2,0.6,2.9,0.772,0.014,2.3,1.7,99,7.6,9.4,16.2,1.6,2.5,4.3,diatom
2018,180523,J2,0.6,2.9,0.878,0.012,2.3,1.3,100,7.6,8.9,16.3,1.1,3.5,2.5,diatom
2018,180529,J2,0.9,3.1,0.945,0.011,2.4,1.4,97,7.5,9.1,18.1,0.3,4.5,3.8,diatom
2018,180605,J2,1.1,2.6,0.977,0.014,2.4,1.3,96,7.5,8.6,18.2,0.9,4.8,4.4,diatom
2018,180612,J2,0.4,2.9,0.976,0.012,2.3,0.9,96,7.4,8.3,18,0.8,4.7,3.3,diatom
2018,180618,J2,1.1,2.8,0.931,0.009,2.6,1.4,97,7.4,8.2,19.1,1.5,4.3,2.5,diatom
2018,180626,J2,1.1,3,0.956,0.012,2.4,1.3,101,7.2,7.5,19.7,2,3,3.5,diatom
2018,180702,J2,1,3.3,0.95,0.019,3.2,10.6,91,7.2,7,20.8,34.6,1,3.1,others
2018,180710,J2,1.4,3.6,0.956,0.022,2.5,4.9,89,6.6,7.3,21.5,27.3,2.2,1.7,diatom
2018,180717,J2,1.4,3.7,1.015,0.033,3,3.9,91,6.3,7.1,25,28.3,2.5,2,green
2018,180724,J2,1.5,3.7,0.964,0.022,2.9,3.3,92,7.5,6.9,21.6,3.8,3,1.1,green
2018,180731,J2,1.5,4,1.077,0.02,3.4,3.3,93,7.6,7.1,25,15.7,2.3,2.2,blue
2018,180807,J2,1,4,0.921,0.021,3.2,2.5,96,6.6,6.4,23.5,10,2.5,2,green
2018,180814,J2,1.3,3.8,0.854,0.028,3.3,3,90,7,6,24.1,8.6,4.5,1.4,green
2018,180821,J2,1.3,3.6,0.653,0.023,3.2,3.3,95,6.8,5.5,23,7.7,3.5,2,diatom
2018,180828,J2,1.2,3.5,0.68,0.018,2.9,3.6,86,5.8,6.4,22.7,7.1,2.1,3.3,green
2018,180903,J2,1.3,3.6,0.625,0.012,2.8,2.2,85,6.7,6.5,22.7,3.4,2.7,1.8,green
2018,180911,J2,1.1,3.9,0.776,0.019,3,2.2,79,6.1,6.2,21.8,2.9,3,2.9,others
2018,180918,J2,1.5,4.2,0.844,0.023,2.3,2.6,80,7.5,8,22.4,1.7,2.3,4.3,green
2018,180927,J2,1.2,3.9,0.814,0.02,3.5,2.1,80,6.6,5.8,22.2,1.6,3.2,4,blue
2018,181002,J2,0.9,4.2,0.722,0.028,3.4,2.2,78,6.8,6,21.6,0.4,3.5,3.6,green
2018,181010,J2,1.1,3.7,0.771,0.022,3,1.8,80,7.3,5.8,19.7,3.2,3,2.7,diatom
2018,181016,J2,0.9,3.7,0.747,0.018,3.2,2.6,80,6.5,5.9,19,2.2,2.8,3.4,diatom
2018,181023,J2,0.9,4.3,0.66,0.017,3.4,2.1,80,6.4,6.6,18.8,1.1,2.7,4,diatom
2018,181030,J2,0.9,3.9,0.653,0.013,3.1,1.6,82,6.7,7,17.9,0.6,3.8,5,diatom
2018,181106,J2,0.8,4.1,0.634,0.018,3.4,2.1,83,6.8,7.3,17.5,0.5,3.3,5.7,diatom
2018,181113,J2,0.6,3.9,0.577,0.014,3.4,1.7,76,6.6,7,16.8,0.6,3.4,4.8,diatom
2018,181120,J2,0.6,3.8,0.692,0.013,3,1.1,75,6.7,7.6,15.4,0.5,3.5,3.3,diatom
2018,181127,J2,0.6,3.6,0.732,0.017,3,0.9,75,6.7,7.4,14.6,0.6,4.2,2,diatom
2018,181204,J2,0.6,3.7,0.647,0.013,2.8,1.4,75,6.1,8,14.4,0.2,4,2.3,diatom
2018,181210,J2,0.7,3.6,0.63,0.021,3.1,1.2,76,7,9.2,12.1,0.9,3.8,2,diatom
2018,181218,J2,0.5,3.4,0.649,0.01,3,1.3,75,7.2,9.3,11.1,0.6,4.2,2.2,diatom
2018,181226,J2,0.6,3.3,0.585,0.017,3.2,1.2,76,7.1,9.7,10.1,0.7,4,1.7,diatom
2019,190102,J2,0.5,3.7,0.633,0.011,3.3,0.9,76,7.2,10.2,8.3,1.1,3.3,3.4,diatom
2019,190108,J2,0.5,3.7,0.633,0.011,3.3,0.9,76,7.4,10.9,7.7,1.1,3.5,2.7,diatom
2019,190115,J2,0.5,3.3,0.652,0.009,3.1,1,76,7.3,11,7.5,0.5,4.5,3,diatom
2019,190122,J2,0.5,3.1,0.652,0.012,2.6,1,76,6.8,11.2,7.2,0.7,4.5,2.6,diatom
2019,190129,J2,0.6,3.5,0.62,0.013,2.6,0.9,76,7.2,11.7,6.4,0.9,5.4,3,diatom
2019,190207,J2,0.7,3.6,0.639,0.01,2.5,1.1,76,7.2,11.8,6.2,1,4.2,3.4,diatom
2019,190212,J2,0.7,3.5,0.683,0.017,2.6,1,76,7.3,12.6,5.7,2.2,4,5.4,diatom
2019,190219,J2,0.6,3.5,0.623,0.01,2.6,0.5,76,7.6,11.9,6,1.2,3.3,3.8,diatom
2019,190226,J2,0.6,3.1,0.655,0.014,2.6,1,76,7.6,12,6.6,1.3,4,3.4,diatom
2019,190305,J2,0.5,3.2,0.646,0.014,1.9,0.9,76,7.6,11.7,7.2,0.8,3.2,4.1,diatom
2019,190312,J2,0.5,3.1,0.641,0.015,2,1,77,7.7,12.1,7.3,1.1,3,6.9,diatom
2019,190319,J2,0.8,3.5,0.632,0.023,2,1.1,77,7.8,11.5,9.9,0.9,2.8,4.2,diatom
2019,190326,J2,0.6,3.4,0.608,0.02,2,1.6,76,7.5,11.4,8.5,0.7,2.3,6.1,diatom
2019,190402,J2,0.6,3.1,0.624,0.019,1.9,1.3,76,7.8,11.6,8.1,1.4,2.2,3.8,diatom
2019,190409,J2,1,3.4,0.607,0.02,2.1,1.8,77,8,11.2,10,1.6,2,6.6,diatom
2019,190416,J2,0.6,3.4,0.602,0.018,2,1.3,76,8,11.1,10.8,0.9,2.9,4.4,diatom
2019,190423,J2,1.3,3.4,0.614,0.024,2.2,1,77,7.8,10.5,11.9,1.2,2.5,3.8,diatom
2019,190430,J2,0.7,3.3,0.59,0.03,2.1,1.1,77,7.8,10,11.8,1,3,3,diatom
2019,190507,J2,0.8,3.3,0.658,0.025,2.1,0.9,77,7.4,9.7,13.2,0.8,2.8,5.7,diatom
2019,190513,J2,1.1,3.4,0.6,0.022,2.1,1.4,77,8.3,9.8,14.2,1.1,3.5,2.8,diatom
2019,190521,J2,1.1,3.1,0.53,0.014,1.9,0.9,78,8,9.1,13.9,1,5.7,3.1,diatom
2019,190529,J2,1,3.3,0.566,0.052,2.4,1.4,79,7.4,8.8,14.9,1.4,3,2.2,diatom
2019,190604,J2,0.7,3.6,0.599,0.03,2,1,80,7.5,8.3,15.5,0.6,3.3,2.2,diatom
2019,190611,J2,0.8,3.8,0.528,0.017,2,1.1,81,7.6,8.2,16.1,0.4,4,5.4,diatom
2019,190618,J2,0.7,3.8,0.581,0.008,2,1.1,82,7.5,9.5,16.6,0.9,4.5,2.9,diatom
2019,190625,J2,0.9,3.2,0.639,0.006,3.4,1.5,84,7.3,8.2,18.5,0.2,6,3.8,diatom
2019,190701,J2,1.3,3.4,0.632,0.009,2.7,0.9,84,7.8,7.2,17,3.2,5.1,3.3,diatom
2019,190709,J2,1,3.5,0.619,0.009,2.7,1.8,86,7.4,7.7,18.3,1.4,5.1,2,diatom
2019,190716,J2,1.3,3.7,0.591,0.01,2.7,1.7,87,7.9,7,18.7,2.6,3.8,1.3,blue
2019,190722,J2,1.3,3.8,0.65,0.007,3.2,1.8,85,7.6,7.3,19.8,5.2,2,3.7,blue
2019,190730,J2,1,3.9,0.733,0.018,2.9,3,86,8.5,8.6,21.8,4.5,3,3.7,blue
2019,190806,J2,0.9,3.7,0.618,0.018,3.3,1.9,84,8.5,7.5,22.5,2.1,3.6,1.5,blue
2019,190813,J2,1.6,4.5,0.523,0.018,3.2,2.1,85,7.7,6.7,21.7,1.7,2.5,1.6,blue
2019,190820,J2,1.3,3.6,0.515,0.024,3.3,2.4,84,8.1,7,22.3,2,2.8,3,blue
2019,190827,J2,1.1,3.9,0.733,0.021,3.5,2.5,83,7.9,6.1,20.4,2.1,2.5,2.1,blue
2019,190903,J2,0.9,4.2,0.761,0.029,3.4,2.7,84,7.4,6.2,20.6,1.3,2,3.2,blue
2019,190910,J2,1,3.6,0.619,0.013,2.2,2.5,84,7.5,6.2,21.4,1.4,3,3.7,blue
2019,190917,J2,0.9,3.6,0.599,0.019,2.2,2.6,83,6.6,8.5,24.3,0.4,4.2,1.5,blue
2019,190924,J2,0.8,3.5,0.671,0.023,2,1.4,82,6.9,5,21.5,0.9,2.5,1.8,diatom
2019,191001,J2,1.2,3.8,0.844,0.021,2.1,5.6,78,7.7,6,21.5,1.7,3.4,5.8,blue
2019,191015,J2,1.4,3.8,0.818,0.015,2.1,3.3,79,7.3,6.4,19.9,7.1,2,1.9,diatom
2019,191022,J2,1.2,3.7,0.844,0.017,2,2.9,77,7.6,7.3,20.8,3.2,2.5,2.6,diatom
2019,191029,J2,1.1,3.7,0.946,0.013,2.6,2.8,77,6.9,7,19,1.6,2.8,6.5,diatom
2019,191105,J2,0.9,3.5,0.876,0.025,2.7,1.9,75,7.3,6.9,18.3,0.8,3.8,5.1,diatom
2019,191112,J2,0.7,3.5,0.81,0.016,2.8,1.6,76,7.2,7.2,17.6,0.4,4.2,7,diatom
2019,191119,J2,0.7,3.4,0.845,0.027,3,1.2,74,7.3,7.7,15.8,0.7,3.5,3.3,diatom
2019,191126,J2,0.7,3.5,0.9,0.01,2.9,2.2,74,7.4,7.9,15.6,0.6,3.3,4.4,green
2019,191203,J2,1.5,3.5,0.836,0.03,2.7,1.3,76,7.7,8.2,13.8,1.1,3.6,3.3,green
2019,191210,J2,0.7,3.4,0.882,0.009,2.6,1,74,7,8.2,12.6,0.5,3.9,1.6,green
2019,191217,J2,0.7,3.1,0.827,0.003,2.5,1.2,74,7,9.1,11.3,1.4,3.6,2.6,green
2019,191223,J2,1.2,3.2,0.834,0.005,2.4,1.1,75,7.1,9.3,10.6,0.8,3.3,2.8,green
2019,191230,J2,1.2,3.2,0.834,0.005,2.4,1.1,75,7.7,9.7,10,0.8,3.7,1.8,others
2020,200107,J2,0.5,3.2,0.737,0.014,2.3,1.2,74,6.9,9.7,9.5,1.1,3.4,1.8,others
2020,200114,J2,0.9,3.1,0.82,0.003,2.2,1,74,7.1,10.5,8.4,1.2,4.2,1.2,diatom
2020,200121,J2,0.5,3.6,0.847,0.008,2.4,1.1,74,7.9,10.8,8.1,0.6,5.1,2.8,diatom
2020,200128,J2,0.6,3.1,0.881,0.01,2.1,1.1,74,7.3,10.8,8,0.5,4.3,1.9,diatom
2020,200203,J2,0.6,3.7,0.867,0.008,2.3,1,75,8.2,12.2,7.6,0.6,2.9,1.2,others
2020,200211,J2,0.4,3.5,0.887,0.016,2.2,2.7,75,7.9,11.3,7.2,0.6,4.7,1.3,diatom
2020,200217,J2,1,3.3,0.813,0.012,2.1,0.9,75,6.9,11.5,6.3,0.5,4.5,1.7,diatom
2020,200225,J2,0.7,3,0.839,0.004,2,1.1,75,7.8,11.3,7.6,0.3,4.2,1.4,diatom
2020,200303,J2,1,3.3,0.861,0.008,2.5,1.2,77,7.6,11.4,7.7,0.3,4.2,0.2,diatom
2020,200310,J2,0.6,3,0.857,0.006,2,1,75,7.1,11.4,7.7,0.4,2.2,1.9,diatom
2020,200317,J2,0.5,3,0.814,0.008,2.1,1.6,75,7.7,11.2,8.6,0.4,3.2,1.1,diatom
2020,200324,J2,0.8,3.2,0.836,0.007,2.1,1.3,75,6.9,11.2,9.7,0.7,2.4,1.5,diatom
2020,200407,J2,0.5,3.3,0.813,0.006,2,1.4,76,7.7,10.9,10.8,0.4,3.1,1.9,diatom
2020,200414,J2,0.5,3.2,0.814,0.006,2,1.4,70,7.4,10.4,10.7,0.5,5.5,1.2,diatom
2020,200421,J2,0.5,3,0.829,0.007,2.1,1,71,7.7,10.6,10.3,0.9,4.4,1,diatom
2020,200428,J2,0.5,3.6,0.808,0.007,2.1,1.4,71,8,10.2,11.7,0.6,5.6,0.9,diatom
2020,200504,J2,0.6,3.2,0.831,0.008,2,1.3,72,8.3,9.9,12.8,0.3,5.8,0.5,others
2020,200512,J2,0.6,2.9,0.805,0.006,2,1.4,71,7.9,9.8,14.2,1,5.1,1.6,green
2020,200519,J2,0.5,3.2,0.815,0.008,2.1,1.4,73,7.7,9.3,13.5,0.8,4.2,0.9,green
2020,200526,J2,0.6,3,0.789,0.008,2,1,74,7.6,9.6,14.9,0.3,3.8,1.5,diatom
2020,200602,J2,0.6,3.1,0.778,0.007,1.9,0.9,74,7.6,8.6,15.6,1.4,4.1,0.6,diatom
2020,200609,J2,0.7,3.3,0.814,0.006,2.1,1.1,75,7.8,8.3,18,0.4,3.6,1.1,diatom
2020,200616,J2,0.7,3.1,0.758,0.007,1.9,0.8,75,7.8,8.5,18.1,0.1,4.5,1.1,diatom
2020,200623,J2,0.6,2.8,0.778,0.01,2.1,0.9,75,7.9,8.1,18.1,0.7,3.4,1.7,diatom
2020,200630,J2,0.6,2.8,0.778,0.01,2.1,0.9,75,7.9,8.3,17.1,1,2.2,3.2,diatom
2020,200707,J2,1,3.4,0.769,0.011,2.3,1.7,77,7.6,8.2,19,0.4,2.4,2.6,diatom
2020,200714,J2,0.9,3.2,0.762,0.009,2.1,2.2,76,7.6,8.2,18.8,3.2,1.8,5.5,diatom
2020,200721,J2,1.1,3.4,0.873,0.013,2.6,2.2,77,8.2,7.9,19.1,1.5,1.6,4.3,diatom
2020,200728,J2,1.3,4.3,0.887,0.017,3,3.4,79,8.4,8.5,20.1,3.1,1.6,8.9,green
2020,200804,J2,1.5,4.4,0.859,0.02,3.2,3.9,76,8.1,8,20.4,9.9,0.7,9.6,diatom
2020,200819,J2,1.4,4.6,0.865,0.032,2.6,6.1,69,8.6,9,23.5,4.8,1.2,7.5,diatom
2020,200825,J2,1,4.3,0.72,0.021,2.6,5.3,70,7.9,7.7,22.6,16.4,0.7,13.3,diatom
2020,200901,J2,1.4,4.7,0.816,0.025,2.8,5.3,67,6.4,7.4,22.1,16.3,0.7,22.2,diatom
2020,200908,J2,1,3.8,0.841,0.022,2.2,5.6,65,6.7,6.6,21.4,15.2,1.2,6.5,diatom
2020,200915,J2,0.9,3.6,0.856,0.021,2,2.2,62,6.7,6.8,21.6,2.5,2,2.9,blue
2020,200922,J2,1.1,3.7,0.807,0.018,2.1,2.7,67,6.5,6.8,20.7,1.5,2.5,4.7,blue
2020,200928,J2,1.4,3.9,0.834,0.02,2.2,2.9,67,6.1,6.3,21.4,2.2,2.6,7.7,blue
2020,201006,J2,0.9,3.6,0.838,0.018,2,2.5,68,6.8,7.3,20.7,3.1,3,5.7,diatom
2020,201012,J2,1.4,3.7,0.844,0.016,1.9,2.9,68,5.9,7.1,20.6,0.5,3,5.4,diatom
2020,201020,J2,0.9,3.6,0.842,0.014,1.9,2.4,68,6.9,6.5,19.8,1,2.5,3.7,diatom
2020,201027,J2,0.9,3.5,0.914,0.018,2,2.5,73,6.9,7,18.9,1.2,2.6,4.2,diatom
2020,201103,J2,0.8,3.3,0.815,0.014,1.8,2,70,7.2,7.8,17.4,1.8,2.9,5.2,diatom
2020,201110,J2,0.6,3,0.755,0.011,1.8,1.4,66,7.1,8.3,16.4,1.5,2,5.8,diatom
2020,201117,J2,0.9,3.5,0.724,0.013,1.8,2.6,67,7.1,8,16,1.3,2.2,5.2,diatom
2020,201123,J2,1,3.1,0.671,0.013,1.7,1.7,73,7.2,9.2,14.5,1.7,2.5,5,diatom
2020,201201,J2,0.8,3.2,0.695,0.01,1.8,1.3,67,7.7,9.2,13.8,1.3,2.8,3.8,diatom
2020,201208,J2,0.7,2.9,0.668,0.006,1.6,1.4,67,7.4,9.1,12.3,1.6,3.2,3.8,diatom
2020,201214,J2,1.2,3.3,0.63,0.009,1.6,1.4,71,7.8,9.7,11,1.5,3,2.8,diatom
2020,201222,J2,0.6,3.1,0.682,0.01,1.4,1,71,7.8,10.4,9.2,2.8,3.2,3.4,diatom
2020,201228,J2,0.6,3.1,0.682,0.01,1.4,1,71,7.6,10.5,9.2,1.3,4.8,3.7,diatom
2021,210105,J2,0.7,2.7,0.651,0.006,2,1,70,7.6,10.9,7.7,1.3,3.2,5,diatom
2021,210111,J2,0.9,2.7,0.665,0.009,1.7,1.1,70,7.8,11.7,5.9,1.8,3.1,4.5,diatom
2021,210120,J2,0.8,2.5,0.626,0.006,1.8,1.1,70,7.7,11.6,5.7,1.4,3.2,3.5,diatom
2021,210126,J2,1,2.4,0.627,0.008,1.6,1.1,70,7.9,11.6,6.2,1.5,4,3.8,diatom
2021,210202,J2,0.7,2.7,0.658,0.007,1.6,1.1,71,7.7,11.9,5.5,1.3,4.9,2.3,diatom
2021,210209,J2,0.8,2.7,0.698,0.008,2,1.2,73,7.5,11.9,5.7,1.2,4,2.5,diatom
2021,210216,J2,0.5,2.5,0.667,0.007,1.8,1.1,71,7.6,11.7,5.9,1.7,3.8,1.9,diatom
2021,210223,J2,0.6,2.5,0.668,0.007,2,0.9,71,7.7,12.1,6,1.4,4,3.2,diatom
2021,210303,J2,0.7,2.6,0.677,0.007,1.9,0.7,72,7.7,11.9,6.6,2.3,3,2.9,diatom
2021,210309,J2,0.8,2.5,0.676,0.007,2,0.7,72,7.7,11.5,7.6,1.1,3.5,2.3,diatom
2021,210316,J2,0.4,2.6,0.659,0.005,1.9,0.9,71,7.8,11.3,8.5,1.4,3,2.4,diatom
2021,210323,J2,0.5,2.5,0.671,0.004,2.1,1,72,7.5,11.2,8.5,1.3,2.7,2.4,diatom
2021,210330,J2,0.6,2.7,0.552,0.005,2,1.2,72,7.5,11,9.2,1.5,2.2,3.1,diatom
2021,210406,J2,0.6,2.7,0.677,0.009,1.9,1.1,72,7.7,10.7,9.7,2.1,2.2,3.3,diatom
2021,210413,J2,0.5,2.9,0.672,0.009,1.9,1.4,73,7.6,10.9,11.1,1.1,2,5.7,diatom
2021,210420,J2,0.6,2.7,0.65,0.008,1.8,1.2,73,7.6,10.1,10.6,1.4,1.9,3.9,diatom
2021,210427,J2,0.8,2.9,0.669,0.008,1.7,1.8,74,7.6,9.8,12,1.8,2.2,2.9,diatom
2021,210504,J2,0.8,2.9,0.702,0.009,1.9,2.1,74,7.7,9.5,12,1.4,1.9,6.7,diatom
2021,210511,J2,0.7,2.7,0.661,0.009,1.9,2,76,7.5,9.1,12.9,1.3,2,5.1,diatom
2021,210518,J2,1,3.2,0.719,0.008,2.4,2.3,77,7.3,8.3,12.8,1.1,3,4,diatom
2021,210525,J2,0.6,2.9,0.679,0.012,2.1,1.9,78,7.5,8.3,13.9,1.1,3,4.7,diatom
2021,210602,J2,1.3,3.6,0.69,0.008,2.4,2.5,81,7.5,8.2,15.2,1,6,4.9,diatom
2021,210608,J2,1.4,4.1,0.728,0.017,3.3,3.8,81,7.5,7.8,16,1.2,3.5,5.6,diatom
2021,210615,J2,0.8,3.3,0.725,0.009,2.4,1.7,83,7.9,8,16.8,1.2,2.5,4.1,diatom
2021,210622,J2,0.8,3.2,0.681,0.008,2.3,1.4,84,7.2,7.2,17.2,1.5,3,3.4,green
